name,price,bookmark,happy,sad,food_type,location,Num_review,highlight,num_branch,num_seat,pay_list,other_facility,path,taste,decor,service,hygiene,value,overall
Hono Fokkusu 火狐爐端燒,$101-200,5207,330,3,Japanese,Tsuen Wan,357,0,1,26,"Visa,Master,Cash","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Delivery,10% Service Charge,TV Broadcast","7-min walk from Exit B1, Tsuen Wan MTR Station",4,4,4,4,4,20
Gala Cafe (San Chuen Street) 嘉樂冰廳 (新村街),$51-100,27876,564,111,Hong Kong Style,Tsuen Wan,1083,0,2,35,"AlipayHK,Alipay,Cash","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Parking,Phone Reservation,10% Service Charge,Spot payment","Exit A1/ D, Tsuen Wan West MTR Station",3,2,3,3,3,14
Hungry Monkey (海之戀商場),$101-200,5575,117,2,Japanese,Tsuen Wan,132,0,2,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,10% Service Charge,Spot payment","1-min walk from Exit C, Tsuen Wan West MTR Station",4,4,4,4,4,20
Ramen Taifu 拉麵台風,$51-100,15588,350,35,Japanese,Tsuen Wan,519,0,1,20,Cash,"Alcoholic Drinks,Phone Reservation,Delivery,10% Service Charge","7-min walk from Exit D, Tsuen Wan MTR Station",3,3,4,3,3,16
Gwing Kee Restaurant (Sha Tsui Road) 炯記餐室 (沙咀道),Below $50,7759,133,12,Hong Kong Style,Tsuen Wan,218,0,5,40,"AlipayHK,Alipay,Cash","Alcoholic Drinks,May Bring Your Own Wine,10% Service Charge,Spot payment","9-min walk from Exit A1, Tsuen Wan MTR Station",4,3,3,3,3,16
Meet Fresh 鮮芋仙,Below $50,4460,108,9,Taiwan,Tsuen Wan,208,0,16,0,"Cash,Octopus",0,"Exit A1, Tsuen Wan West MTR Station, Exit D, Tsuen Wan West MTR Station",3,3,3,3,3,15
CHA FAN ?茶陸飯,$101-200,11979,257,42,Taiwan,Tsuen Wan,477,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Opens 24 Hours,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Parking,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Sea View,Live Music,Outdoor Seating,TV Broadcast,Spot payment","6-min walk from Exit A3, Tsuen Wan MTR Station",3,4,3,3,3,16
Siu Mei Lou Si (Tai Ha Street) 燒味滷師 (大廈街),Below $50,469,98,0,Hong Kong Style,Tsuen Wan,104,0,7,0,"Cash,Octopus","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","5-min walk from Exit B, Tai Wo Hau MTR Station",4,4,4,4,4,20
醉潮館,$101-200,11932,224,2,Chiu Chow,Tsuen Wan,256,0,,,,,,,,,,,
Corefy,$101-200,12433,67,17,Western,Tsuen Wan,143,0,1,60,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,Apple Pay,WeChat Pay,Payme","Online Reservation,Wi-Fi,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Exclusive Online Booking","15-min walk from Exit D, Tsuen Wan West MTR Station",3,4,3,3,3,16
Wagyu Yakiniku Ichiro (Tsuen Wan Plaza) 和牛燒肉一郎 (荃灣廣場),$201-400,9467,128,8,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsuen Wan,151,0,,,,,,,,,,,
Sheung Moon Chinese Cuisine 常滿百家菜,$101-200,5984,140,22,Guangdong,Tsuen Wan,223,0,1,360,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,WeChat Pay","Online Reservation,Reward Dining Points,10% Service Charge","Exit B1, Tsuen Wan MTR Station",3,3,3,3,3,15
HK Gyu-Kaku Jinan-Bou (Tsuen Wan Plaza) 牛角次男坊 (荃灣廣場),$51-100,10473,171,15,Japanese,Tsuen Wan,305,0,,,,,,,,,,,
瀛燒居酒屋,$201-400,4853,166,6,Japanese,Tsuen Wan,190,0,1,60,"Visa,Master,AlipayHK,Alipay,Cash,WeChat Pay","Wi-Fi,Alcoholic Drinks,Cake-cutting,Parking,Phone Reservation,Delivery,10% Service Charge,Spot payment","14-min walk from Exit B, Tsuen Wan West MTR Station",4,4,4,4,4,20
Menyafuku 麵屋福,$51-100,12705,119,7,Japanese,Tsuen Wan,178,0,1,24,"AlipayHK,Alipay,Cash",Spot payment,"14-min walk from Exit B, Tsuen Wan West MTR Station",4,3,4,4,3,18
Taiwanese Mazu Lifestyle Noodles (OP Mall) 馬祖 (海之戀商場),$101-200,7032,143,12,Taiwan,Tsuen Wan,194,0,3,0,"Visa,AlipayHK,Alipay,Cash,Octopus",Spot payment,"1-min walk from Exit C2, Tsuen Wan West MTR Station",4,4,4,4,3,19
Pasticceria Giovanni Pina 1920 (如心廣場),$101-200,5210,111,8,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsuen Wan,162,0,4,52,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,WeChat Pay,OpenRice Pay","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Reward Dining Points,Delivery,10% Service Charge,TV Broadcast,Exclusive Online Booking,Spot payment","6-min walk from Exit C3, Tsuen Wan West MTR Station",4,4,4,4,3,19
SU CHAO HAN HAI 蘇潮韓海火鍋私房菜,$201-400,4070,93,0,Guangdong,Tsuen Wan,103,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,Google Pay,BoC Pay,WeChat Pay","Online Reservation,Wi-Fi,May Bring Your Own Wine,VIP Room,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,TV Broadcast,Spot payment","Exit B1, Tsuen Wan MTR Station",4,4,4,4,4,20
Bai Fung Bento (Tai Ho Road) 百芳池上便當 (大河道),$51-100,5010,137,2,Taiwan,Tsuen Wan,178,0,11,0,"AlipayHK,Alipay,Cash,Octopus","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Spot payment","13-min walk from Exit D, Tsuen Wan West MTR Station",4,4,4,4,4,20
明記海鮮潮州菜館 (天保大廈),$101-200,2719,98,3,Chiu Chow,Tsuen Wan,125,0,2,150,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Live Music,TV Broadcast,Live Sports Broadcast,Spot payment","7-min walk from Exit B1, Tsuen Wan MTR Station",4,3,4,3,4,18
Goobne Chicken (荃新天地),$101-200,13525,307,11,Korean,Tsuen Wan,405,0,9,58,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay","10% Service Charge,Spot payment","Exit A1, Tsuen Wan West MTR Station, Exit D, Tsuen Wan West MTR Station",4,3,3,4,3,17
SAFRANBOLU RESTAURANT (Tak Fam Building) 土耳其小城 (德範大廈),$51-100,2469,142,3,Turkish,Tsuen Wan,154,0,2,48,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,WeChat Pay","Online Reservation,May Bring Your Own Wine,Reward Dining Points,Delivery,10% Service Charge","7-min walk from Exit B1, Tsuen Wan MTR Station",4,4,4,4,4,20
Hon Ching Uk Korean Cuisine (Hoi Pa Street) 韓正屋韓國料理 (海壩街),$51-100,9217,195,16,Korean,Tsuen Wan,254,0,1,43,"AlipayHK,Alipay,Cash,WeChat Pay","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Reward Dining Points,10% Service Charge,TV Broadcast,Exclusive Online Booking","8-min walk from Exit A3, Tsuen Wan MTR Station",3,3,3,3,4,16
Golden Thai 金坊泰國美食,$101-200,8546,240,47,Thai,Tsuen Wan,456,0,4,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,WeChat Pay","Alcoholic Drinks,Delivery,10% Service Charge","5-min walk from Exit A, Tsuen Wan MTR Station",3,3,3,3,3,15
侍元,$51-100,1745,79,10,Japanese,Tsuen Wan,117,0,3,0,"Visa,AlipayHK,Alipay,Cash,Octopus,OpenRice Pay",Spot payment,"1-min walk from Exit E2, Tsuen Wan West MTR Station",3,4,3,4,4,18
光榮冰室 (兆和街),Below $50,4715,102,3,Hong Kong Style,Tsuen Wan,169,0,7,0,Cash,0,"4-min walk from Exit B1, Tsuen Wan MTR Station",4,3,3,3,4,17
Boaz House,$101-200,1239,85,1,Mediterranean,Tsuen Wan,97,0,,,,,,,,,,,
Unity Ramen 團日式拉麵,$51-100,9588,231,5,Japanese,Tsuen Wan,298,0,1,18,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,Apple Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Parking,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,TV Broadcast,Exclusive Online Booking,Spot payment","8-min walk from Exit B1, Tsuen Wan MTR Station",4,4,4,4,3,19
醉藥雞 (啟志樓),$51-100,3777,66,3,Sichuan,Tsuen Wan,81,0,2,55,"AlipayHK,Alipay,Cash","Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Spot payment","5-min walk from Exit D, Tsuen Wan MTR Station",4,4,4,4,4,20
No Boundary (Tai Pa Street) 無邊 (大壩街),$101-200,8914,84,14,International,Tsuen Wan,158,0,4,50,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,Apple Pay,Google Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Delivery,10% Service Charge,Outdoor Seating,Spot payment","13-min walk from Exit B, Tsuen Wan West MTR Station",3,4,3,3,3,16
BaBa's Station 巴巴站,$51-100,10899,158,5,Indian,Tsuen Wan,222,0,1,20,"Visa,Master,Cash","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Delivery,10% Service Charge","5-min walk from Exit D, Tsuen Wan MTR Station",4,3,4,3,3,17
Life Toast (海之戀),$51-100,4357,61,1,International,Tsuen Wan,93,0,2,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,Google Pay,WeChat Pay","Phone Reservation,Spot payment","1-min walk from Exit E1, Tsuen Wan West MTR Station",4,4,3,3,3,17
Twelve Flavors (Nina Tower) 十二味 (如心廣場),$101-200,9918,152,13,Sichuan,Tsuen Wan,224,0,24,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,WeChat Pay","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Reward Dining Points,Delivery,10% Service Charge,Exclusive Online Booking,Spot payment","3-min walk from Exit C, Tsuen Wan West MTR Station",4,4,3,3,3,17
TeaWood Taiwanese Cafe & Restaurant 茶木‧台式休閒餐廳,$51-100,3208,165,8,Taiwan,Tsuen Wan,248,0,21,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,Google Pay","Eco-Friendly,Spot payment","Exit A1, Tsuen Wan West MTR Station, Exit D, Tsuen Wan West MTR Station",4,4,3,4,3,18
SAMMI THE BLACK EDITION Sammi #000000,$51-100,6224,55,0,International,Tsuen Wan,83,0,1,0,Cash,0,"6-min walk from Exit B1, Tsuen Wan MTR Station",3,4,4,4,4,19
Yunnan Guizhou & Sichuan Noodle 唯一雲貴川風味,Below $50,17228,251,81,Yunnan,Tsuen Wan,567,0,1,0,Cash,Phone Reservation,"7-min walk from Exit B1, Tsuen Wan MTR Station",3,2,2,2,3,12
Caf? Circles,$201-400,21331,196,35,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsuen Wan,339,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,OpenRice Pay","Online Reservation,Alcoholic Drinks,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","Exit A1/ D, Tsuen Wan West MTR Station",3,4,3,3,3,16
A Xing Fruit Tea & Rice Roll (Fou Wah Centre) 阿杏飯團 (富華中心),$51-100,481,68,0,Taiwan,Tsuen Wan,73,0,5,0,Cash,0,"1-min walk from Exit B2, Tsuen Wan MTR Station",4,4,4,4,4,20
TOMATO 18 番茄18,Below $50,922,56,2,Hong Kong Style,Tsuen Wan,83,0,3,0,Cash,0,"13-min walk from Exit B, Tsuen Wan West MTR Station",3,4,3,3,3,16
IKEA Restaurant & Cafe 宜家家居餐廳及咖啡室,$51-100,1253,118,8,Western,Tsuen Wan,239,0,8,220,"Visa,Master,Cash,Octopus,AE,UnionPay,Apple Pay",0,"6-min walk from Exit A3, Tsuen Wan MTR Station",3,3,3,3,4,16
Homeland (荃灣廣場),$101-200,4843,98,1,Western,Tsuen Wan,112,0,,,,,,,,,,,
Rooot,$101-200,1451,57,2,Western,Tsuen Wan,69,0,,,,,,,,,,,
Cafe Sammi 森美餐廳,$101-200,6757,90,12,Western,Tsuen Wan,165,0,2,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus","May Bring Your Own Wine,Phone Reservation,10% Service Charge,Spot payment","5-min walk from Exit B2, Tsuen Wan MTR Station",3,4,3,4,3,17
Royal Ming Garden Restaurant 御名園,$51-100,1925,82,7,Hong Kong Style,Tsuen Wan,100,0,6,0,0,0,"5-min walk from Exit B1, Tsuen Wan MTR Station",4,4,4,4,4,20
Xia Mian Guan (Bo Shek Mansion) 夏麵館 (寶石大廈),$51-100,4404,174,18,Shanghai,Tsuen Wan,259,0,,,,,,,,,,,
Jinseki Steak and Seafood (Nina Tower) 神石燒牛扒水產專門店 (如心廣場),$101-200,11625,63,13,Japanese,Tsuen Wan,121,0,,,,,,,,,,,
Dim Sum Bar (Nina Tower) 點一龍 (如心廣場),$101-200,7341,116,17,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsuen Wan,197,0,,,,,,,,,,,
Malacca Cuisine 馬六,$51-100,1308,51,4,Singaporean,Tsuen Wan,100,0,,,,,,,,,,,
I Don’t Care Cart Noodles (Dung Fat Street) 三不館車仔麵 (登發街),Below $50,4724,55,0,Hong Kong Style,Tsuen Wan,94,0,,,,,,,,,,,
Cozy Coffee,$101-200,4162,66,9,Western,Tsuen Wan,136,0,,,,,,,,,,,
Delish,$101-200,4792,47,0,International,Tsuen Wan,57,0,,,,,,,,,,,
Taste Yummy 和味煮意,$51-100,857,61,0,Hong Kong Style,Tsuen Wan,68,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Alcoholic Drinks,Phone Reservation,Reward Dining Points,10% Service Charge","4-min walk from Exit B1, Tsuen Wan MTR Station",4,4,4,4,4,20
Viet Thuy Uyen 越翠苑,$51-100,4873,78,2,Vietnamese,Tsuen Wan,110,0,1,55,Cash,"Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","8-min walk from Exit B, Tai Wo Hau MTR Station",4,3,4,3,4,18
Palate Mansion 點茶公館,$101-200,3484,59,2,Guangdong,Tsuen Wan,86,0,,,,,,,,,,,
Sushi Raku (NINA MALL 2) 鮨樂 (如心廣場二期),$101-200,4795,54,10,Japanese,Tsuen Wan,83,0,9,40,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Reward Dining Points,Delivery,10% Service Charge","3-min walk from Exit D, Tsuen Wan West MTR Station",3,4,4,4,3,18
Nijuuichi Don 廿一堂,$51-100,2162,55,7,Japanese,Tsuen Wan,127,0,4,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,WeChat Pay","Alcoholic Drinks,10% Service Charge","1-min walk from Exit C2, Tsuen Wan West MTR Station",3,4,3,3,3,16
Gwing Kee Restaurant (Kwan Shing Building) 炯記燒味 (坤成樓),Below $50,700,70,0,Hong Kong Style,Tsuen Wan,77,0,5,0,"AlipayHK,Alipay,Cash",Spot payment,"9-min walk from Exit B1, Tsuen Wan MTR Station",4,4,4,4,4,20
鳥元炸雞專門店,Below $50,2308,103,0,Japanese,Tsuen Wan,120,0,1,0,"AlipayHK,Alipay,Cash,OpenRice Pay",Spot payment,"10-min walk from Exit B, Tai Wo Hau MTR Station",4,3,4,4,4,19
RETOLD coffee.tea.spirits,$51-100,3984,61,0,Hong Kong Style,Tsuen Wan,89,0,,,,,,,,,,,
Duen Kee Chinese Restaurant 端記茶樓,Below $50,9389,136,24,Guangdong,Tsuen Wan,294,0,,,,,,,,,,,
Big Grains 品穀,Below $50,2960,58,5,Western,Tsuen Wan,107,0,1,10,"Visa,Master,Cash,Octopus,Apple Pay",0,"1-min walk from Exit A2, Tsuen Wan West MTR Station",4,3,3,4,3,17
BBQ Outlet 夜燒站,$51-100,1403,71,0,Japanese,Tsuen Wan,72,0,,,,,,,,,,,
Thai nine 泰玖,$101-200,1969,73,5,Thai,Tsuen Wan,86,0,1,0,"Visa,Master,AlipayHK,Cash,Octopus,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Reward Dining Points","9-min walk from Exit A3, Tsuen Wan MTR Station",4,4,4,4,4,20
The uniek,$51-100,1593,44,1,International,Tsuen Wan,58,0,,,,,,,,,,,
SEN SEN SUSHI 鮮選壽司,$51-100,2761,52,12,Japanese,Tsuen Wan,164,0,5,181,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay,Payme, Dinnes, Discover","Alcoholic Drinks,Phone Reservation,Delivery,10% Service Charge","1-min walk from Exit E2, Tsuen Wan West MTR Station",3,3,3,3,3,15
Lucy's Cup,Below $50,725,55,0,Hong Kong Style,Tsuen Wan,60,0,1,0,"AlipayHK,Alipay,Cash,Payme",Spot payment,"5-min walk from Exit D, Tsuen Wan MTR Station",4,4,4,4,4,20
Uncle Fong Hot Pot Restaurant (NINA MALL) 方叔叔重慶老火鍋 (如心廣場),$201-400,3212,52,0,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsuen Wan,66,0,8,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Parking,Phone Reservation,Reward Dining Points,Spot payment","5-min walk from Exit D, Tsuen Wan West MTR Station",4,4,4,4,4,20
Simplicity 簡 ? 味,$101-200,2654,68,1,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsuen Wan,86,0,,,,,,,,,,,
Ebisoba Ichigen 一幻拉麵,$51-100,1563,70,5,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsuen Wan,109,0,5,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay,OpenRice Pay","10% Service Charge,Spot payment","Exit A1, Tsuen Wan West MTR Station, Exit D, Tsuen Wan West MTR Station",3,4,4,4,3,18
ASAP As Simple As Possible,$51-100,2941,58,8,Japanese,Tsuen Wan,97,0,3,0,"Visa,Master,Cash",0,"1-min walk from Exit C4, Tsuen Wan West MTR Station",3,4,4,4,3,18
Gyu-Kaku (Citywalk) 牛角日本燒肉專門店 (荃新天地),$201-400,5381,74,7,Japanese,Tsuen Wan,143,0,19,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Alcoholic Drinks,10% Service Charge,Spot payment","Exit A1/ D, Tsuen Wan West MTR Station",4,4,3,4,3,18
Gyu Gyu Shabu Shabu (OP Mall) 牛牛日式火鍋放題 (海之戀商場),$101-200,4819,121,6,Japanese,Tsuen Wan,148,0,2,0,"AlipayHK,Alipay,Cash,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Reward Dining Points,Sea View,Spot payment","1-min walk from Exit C4, Tsuen Wan West MTR Station",4,4,4,4,4,20
Outback Steakhouse (荃灣廣場),$201-400,6354,41,5,Australian,Tsuen Wan,60,0,,,,,,,,,,,
Moonhalf 月半堂,$51-100,809,46,0,Japanese,Tsuen Wan,51,0,,,,,,,,,,,
North Viet Pho 越北牛肉粉,$51-100,1210,41,5,Vietnamese,Tsuen Wan,66,0,11,66,"Cash,Octopus",0,"3-min walk from Exit D, Tsuen Wan West MTR Station",3,4,3,4,4,18
Fung Shing 1954 (Discovery Park) 鳳城1954 (愉景新城),$101-200,2622,53,8,Guangdong,Tsuen Wan,97,0,,,,,,,,,,,
Caffe Milani (荃新天地),$51-100,1889,71,6,Western,Tsuen Wan,96,0,8,0,"AlipayHK,Alipay,Cash,OpenRice Pay",Spot payment,"Exit A1, Tsuen Wan West MTR Station, Exit D, Tsuen Wan West MTR Station",4,4,4,4,4,20
餃子坊,$51-100,362,47,1,Hong Kong Style,Tsuen Wan,51,0,1,0,"AlipayHK,Alipay,Octopus,WeChat Pay",0,"5-min walk from Exit A1, Tsuen Wan MTR Station",4,4,4,4,4,20
Sapporo Ramen En (Panda Place) 元札幌拉麵 (悅來坊),$51-100,2335,285,11,Japanese,Tsuen Wan,320,0,1,50,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,Apple Pay,WeChat Pay,OpenRice Pay","Wi-Fi,Alcoholic Drinks,Parking,Phone Reservation,10% Service Charge,Spot payment","10-min walk from Exit B, Tai Wo Hau MTR Station",4,4,4,4,4,20
BOUNDLESS by REACTION,$51-100,3715,45,1,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsuen Wan,61,0,2,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,OpenRice Pay","Online Reservation,Wi-Fi,Phone Reservation,Reward Dining Points,10% Service Charge,Outdoor Seating,Spot payment","Exit A1, Tsuen Wan West MTR Station, Exit D, Tsuen Wan West MTR Station",3,4,4,4,3,18
Ging Sun Ho King of Bun (Chung On Street) 堅信號上海生煎皇 (眾安街),$51-100,2921,63,4,Shanghai,Tsuen Wan,98,0,13,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay",Spot payment,"5-min walk from Exit B1, Tsuen Wan MTR Station",3,3,3,4,3,16
亞玉豆腐花,Below $50,2551,161,10,Hong Kong Style,Tsuen Wan,268,0,4,0,Cash,"Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Parking,Delivery,10% Service Charge","6-min walk from Exit D, Tsuen Wan MTR Station",3,3,3,3,4,16
Maru Kyou 麵屋丸京,$51-100,4377,66,6,Japanese,Tsuen Wan,122,0,5,0,Cash,0,"4-min walk from Exit D, Tsuen Wan MTR Station",4,3,3,3,3,16
Chuen Fa Fish 川花烤魚,$101-200,502,63,2,Hong Kong Style,Tsuen Wan,69,0,1,0,Cash,"Phone Reservation,Delivery,10% Service Charge,Outdoor Seating","6-min walk from Exit A, Tsuen Wan West MTR Station",4,4,4,4,4,20
Ahimsa Buffet (Nina Tower) 無肉食 (如心廣場),$51-100,6313,46,3,Hong Kong Style,Tsuen Wan,86,0,5,0,"AlipayHK,Alipay,Cash,Octopus,OpenRice Pay","Online Reservation,Reward Dining Points,Spot payment,Vegetarian","3-min walk from Exit D, Tsuen Wan West MTR Station",3,3,3,3,3,15
Second Impression,$51-100,3359,35,1,Western,Tsuen Wan,46,0,,,,,,,,,,,
Yellow KooCoo,$51-100,1850,56,1,Korean,Tsuen Wan,65,0,1,0,Cash,"Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","5-min walk from Exit B1, Tsuen Wan MTR Station",4,4,4,4,4,20
DENIM CAFE,$51-100,2511,39,1,Western,Tsuen Wan,51,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,Apple Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","7-min walk from Exit A3, Tsuen Wan MTR Station",4,4,4,4,4,20
Green Common (如心廣場),$101-200,1925,37,0,International,Tsuen Wan,59,0,6,80,"Visa,Master,AlipayHK,Alipay,Cash,Octopus","Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Spot payment,Vegetarian","6-min walk from Exit D, Tsuen Wan West MTR Station",3,4,3,4,3,17
Momoku (OP Mall) 韓樂 (海之戀商場),$51-100,4994,51,17,Korean,Tsuen Wan,144,0,16,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,WeChat Pay",Spot payment,"1-min walk from Exit E2, Tsuen Wan West MTR Station",3,3,3,3,3,15
Syohachi Yakiniku 尚八日式燒肉店,$201-400,9626,103,14,Japanese,Tsuen Wan,143,0,2,0,"Visa,Master,Cash,UnionPay,JCB","Alcoholic Drinks,Phone Reservation,10% Service Charge","8-min walk from Exit D, Tsuen Wan West MTR Station",4,4,4,4,3,19
Zeppelin Hot Dog Shop (Hau Tei Square) 齊柏林熱狗店 (鱟地坊),Below $50,6192,92,4,Western,Tsuen Wan,161,0,41,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,10% Service Charge,Spot payment","7-min walk from Exit B1, Tsuen Wan MTR Station",4,3,3,3,3,16
616 Hot Pot (Sam Pei Square) 616牛肉火鍋專門店 (三陂坊),$201-400,7700,37,1,Hong Kong Style,Tsuen Wan,48,0,,,,,,,,,,,
Vici Restaurant & Bar,$101-200,1893,49,0,Western,Tsuen Wan,60,0,1,100,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Phone Reservation,Reward Dining Points,10% Service Charge,Live Music","6-min walk from Exit A1, Tsuen Wan MTR Station",4,4,4,4,3,19
真台客,$51-100,3093,46,11,Taiwan,Tsuen Wan,102,0,3,0,Cash,0,"5-min walk from Exit D, Tsuen Wan MTR Station",3,3,3,3,3,15
民豐粉麵行,Below $50,11405,171,20,Hong Kong Style,Tsuen Wan,308,0,1,0,Cash,0,"4-min walk from Exit B1, Tsuen Wan MTR Station",3,3,3,3,3,15
Heart Sushi 意壽司-心意之日本料理,$51-100,3965,94,4,Japanese,Tsuen Wan,136,0,1,40,"Visa,Master,Cash,WeChat Pay","Online Reservation,Parking,Phone Reservation,Reward Dining Points,10% Service Charge,TV Broadcast","8-min walk from Exit A3, Tsuen Wan MTR Station",4,3,3,3,4,17
Ruby Tuesday (海之戀),$201-400,3744,42,10,American,Tsuen Wan,92,0,9,0,"Visa,Master,AlipayHK,Alipay,Cash,AE","Online Reservation,Alcoholic Drinks,Kid-friendly,Parking,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Outdoor Seating,Spot payment","3-min walk from Exit C2, Tsuen Wan West MTR Station",3,4,3,4,3,17
